     	!=    	(    	)    	*    	+    	,    	-    	;    	<    	<=    	=    	==    	>    	>=    	[    	]    	and   	begin  	call   	do    	else   	end   	false  	id    	if    integer 	not   	num   	or    	proc   	real   record  	then   	true   	while  	#    	B    	B1    	B2    	C    	D    	E    	E1    	E2    	EL    	L    	M    	M0    	N    	N1    	N2    	P    	P'    	R    	S    	S0    	S1    	S2    	S3    	T    	X    
0    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s553   	s513   	--    	--    	--    	--    	s503   	s545   	--    	--    	--    	--    	s2    	--    	--    	--    	--    	s529   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	507   	--    	--    	--    	--    	--    	1    	--    	--    	500   	--    	511   	512   	--    	--    	--    	
482   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r59   	--    	--    	--    	r59   	r59   	r59   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	483   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
483   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s498   	--    	--    	--    	s490   	s499   	s482   	--    	--    	--    	--    	--    	--    	--    	--    	484   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	487   	476   	
484   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s485   	--    	--    	--    	s498   	--    	--    	--    	s490   	s499   	s482   	--    	--    	--    	--    	--    	--    	--    	--    	486   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	487   	476   	
485   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r7    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
486   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r4    	--    	--    	--    	s498   	--    	--    	--    	s490   	s499   	s482   	--    	--    	--    	--    	--    	--    	--    	--    	486   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	487   	476   	
487   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s488   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
488   	--    	--    	--    	--    	--    	--    	--    	s489   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
489   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r5    	--    	--    	--    	r5    	--    	--    	--    	r5    	r5    	r5    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
490   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s491   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
491   	--    	--    	--    	--    	--    	--    	--    	s492   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
492   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r58   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	493   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
493   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s494   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
494   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s498   	--    	--    	--    	s457   	s499   	s482   	--    	--    	--    	--    	--    	--    	--    	--    	495   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	454   	476   	
495   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s473   	s97   	--    	--    	--    	--    	s12   	s465   	s498   	--    	--    	--    	s457   	s499   	s482   	--    	--    	s139   	--    	--    	--    	--    	--    	453   	--    	--    	--    	--    	88    	--    	--    	--    	--    	--    	--    	--    	--    	496   	--    	95    	96    	--    	454   	476   	
496   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	r52   	--    	--    	s497   	--    	r52   	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	10    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
497   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r57   	--    	--    	--    	r57   	--    	--    	--    	r57   	r57   	r57   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
498   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r8    	--    	--    	--    	--    	--    	--    	--    	--    	r8    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
499   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r9    	--    	--    	--    	--    	--    	--    	--    	--    	r9    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
500   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	r52   	--    	--    	--    	--    	r52   	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	r2    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	501   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
501   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s538   	s513   	--    	--    	--    	--    	s503   	s519   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s529   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	507   	--    	--    	--    	--    	--    	--    	--    	--    	502   	--    	511   	512   	--    	--    	--    	
502   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	r52   	--    	--    	--    	--    	r52   	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	r3    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	501   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
503   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s504   	--    	--    	--    	s85   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
504   	--    	s20   	--    	--    	--    	--    	s69   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s74   	--    	--    	--    	s78   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	505   	84    	73    	--    	79    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
505   	--    	--    	--    	--    	s16   	--    	--    	s506   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
506   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r12   	r12   	--    	--    	--    	--    	r12   	r12   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r12   	r12   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
507   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s508   	--    	--    	--    	s92   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
508   	--    	s20   	--    	--    	--    	--    	s69   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s74   	--    	--    	--    	s78   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	509   	84    	73    	--    	79    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
509   	--    	--    	--    	--    	s16   	--    	--    	s510   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
510   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r13   	r13   	--    	--    	--    	--    	r13   	r13   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r13   	r13   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
511   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r40   	r40   	--    	--    	--    	--    	r40   	r40   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r40   	r40   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
512   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r41   	r41   	--    	--    	--    	--    	r41   	r41   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r41   	r41   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
513   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s514   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
514   	--    	s515   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
